duration,length,trip_start_year,trip_start_month,trip_start_day,pickup_community_area
583.13461538461536,3.579423076923077,2019,1,27,35
834.31578947368416,4.0542105263157886,2019,1,26,35
1097.1,9.446,2019,1,7,49
9763.0833333333339,3.9549999999999992,2019,1,18,37
659.69565217391312,3.2095652173913036,2019,1,19,34
649.90909090909088,2.8618181818181814,2019,1,16,60
1319.1,9.9409999999999989,2019,1,27,73
875.37337662337643,3.2875649350649372,2019,1,15,77
1549.1428571428571,8.17,2019,1,31,71
1404.3000000000002,5.534,2019,1,7,61
808,2.394,2019,1,16,61
941.625,4.6025,2019,1,13,67
862.2,1.8460000000000003,2019,1,27,59
771.35978835978858,2.9476719576719583,2019,1,22,1
395.32500000000005,1.22825,2019,1,17,27
1170.6,6.3199999999999994,2019,1,13,70
998.060606060606,5.2372727272727264,2019,1,18,23
824.13888888888891,3.8377777777777777,2019,1,31,23
1082.5357142857142,5.0264285714285712,2019,1,24,23
913.9756097560977,3.8302439024390251,2019,1,25,23
1058.1999999999998,4.85,2019,1,10,23
811.684523809524,3.3395857988165671,2019,1,25,16
896.86046511627887,3.6167441860465117,2019,1,3,13
923,5.07,2019,1,18,57
672.76923076923072,1.6184615384615384,2019,1,7,20
1164.8333333333333,4.9599999999999991,2019,1,11,20
1239.9354838709678,5.122258064516128,2019,1,7,25
1001.9166666666667,3.3608333333333333,2019,1,7,12
1142.3333333333333,2.9977777777777774,2019,1,25,12
561.2,3.5340000000000003,2019,1,13,12
693.61403508771934,2.4984210526315791,2019,1,21,15
1117.1249999999998,2.83625,2019,1,11,19
915.28947368421052,2.3273684210526313,2019,1,26,19
631.234375,3.3579687500000004,2019,1,2,10
795.12,3.8100000000000005,2019,1,13,10
1106.9791666666665,5.4404166666666658,2019,1,14,10
1021.6428571428571,7.4678571428571443,2019,1,15,53
1563.3333333333335,12.758888888888889,2019,1,19,53
869.440476190476,3.4044047619047615,2019,1,15,1
570.45544554455455,2.6411822660098521,2019,1,13,1
720.91588785046747,3.2910280373831777,2019,1,30,1
3149.666666666667,8.4433333333333334,2019,1,28,18
1394.5384615384614,8.2607692307692311,2019,1,7,46
1170.75,7.7274999999999991,2019,1,9,46
1691.5,12.605,2019,1,25,47
889.81818181818176,4.7009090909090911,2019,1,7,48
620.5,5.765,2019,1,21,50
1929.3636363636365,11.268181818181818,2019,1,6,49
372.33333333333337,2.2233333333333336,2019,1,26,37
931.66666666666663,5.0666666666666664,2019,1,24,72
0,0,2019,1,7,58
825.57142857142856,3.0371428571428574,2019,1,27,68
1531,6.7955555555555556,2018,1,25,66
1032,5.5399999999999991,2018,1,23,50
766.25,3.965,2018,1,26,73
12767.2,5.402,2018,1,27,61
994.5,2.7999999999999994,2018,1,19,67
815.47058823529426,6.2729411764705887,2018,1,26,70
432.33333333333331,1.2600000000000002,2018,1,25,62
599,3.9725,2018,1,24,57
610.75,5.475,2018,1,27,57
840,3.43,2018,1,25,26
994.33333333333337,5.2100000000000009,2018,1,27,53
1500,13.2,2018,1,21,64
1395.625,12.762500000000001,2018,1,30,75
1984,25.26,2019,1,4,54
2490,22.1,2019,1,2,52
551.5,2.63,2019,1,1,53
1515,6.9,2018,1,8,63
212.6,0.58,2018,1,3,26
0,0,2019,1,27,52
906,4.2,2019,1,18,52
1109,8.2,2018,1,27,64
456,1.1,2019,1,3,9
736,8.4,2018,1,8,54
9,0,2018,1,6,9
1071.1196581196582,3.695384615384615,2018,1,16,14
737.46349206349225,2.8251612903225802,2018,1,19,6
966.6466836734694,3.2655867346938781,2018,1,12,3
612.34397163120582,2.4476462765957447,2018,1,14,28
773.93974272173352,3.0158943089430896,2018,1,11,6
759.344827586207,3.5127586206896551,2018,1,15,31
664.04462809917368,2.7916859504132225,2018,1,17,24
767.85818181818149,3.2990909090909097,2018,1,12,2
1700.6666666666667,7.5111111111111111,2018,1,22,30
711.483870967742,3.6677419354838716,2018,1,13,11
597.97619047619048,3.0913095238095236,2018,1,28,11
783.66666666666663,6.9,2018,1,21,51
964.66101694915255,5.0411864406779667,2018,1,23,39
806.87500000000011,2.9924999999999997,2018,1,15,36
781.08006535947709,2.6443137254901967,2018,1,11,7
418.16666666666669,1.872916666666667,2018,1,30,34
958.13636363636374,3.7431818181818186,2018,1,18,60
950.28947368421052,1.0021052631578946,2018,1,29,59
948.84033613445376,5.19672268907563,2018,1,30,5
571.5290697674418,2.848779069767442,2018,1,13,16
861,5.833333333333333,2018,1,15,57
1083.25,3.2941666666666665,2018,1,18,20
764.68000000000006,3.6070666666666673,2018,1,17,15
846.93103448275849,3.1306896551724135,2018,1,19,19
1613.8826759860222,12.533138722554888,2018,1,27,76
719.6121495327103,2.7459813084112148,2018,1,29,1
712.06666666666661,2.8495315315315324,2018,1,30,24
660.41964285714289,2.9638392857142857,2018,1,28,21
863.90000000000009,3.9399999999999991,2018,1,24,49
733.125,3.7783088235294118,2018,1,28,14
624.21367521367517,3.5381196581196579,2018,1,7,11
673.7360000000001,3.00072,2018,1,26,11
897.84313725490222,3.7790196078431375,2018,1,24,39
780.94977168949777,3.011126331811262,2018,1,27,33
733.08108108108115,2.3302702702702702,2018,1,27,31
979.58928571428544,6.1857142857142859,2018,1,6,41
776.66666666666674,3.9933333333333332,2018,1,25,49
500.086956521739,1.3482608695652172,2018,1,23,60
484.00000000000006,4.02,2018,1,17,73
875.81720430107532,3.1939784946236567,2018,1,3,22
938.61538461538464,4.1507692307692317,2018,1,27,20
1464.6,7.6673333333333336,2018,1,17,29
839.25,3.2625,2018,1,10,46
1223,4.833333333333333,2018,1,11,46
722.7403508771929,3.574771929824561,2018,1,2,2
649.021978021978,2.4956410256410253,2018,1,5,2
830.33333333333337,3.5958333333333332,2018,1,16,66
1414,2.5333333333333332,2018,1,11,63
1727.0769230769231,8.4053846153846159,2018,1,9,30
541,0.498,2018,1,4,51
2039.75,13.375,2018,1,23,48
647.27272727272725,2.7927272727272725,2018,1,28,43
3225.5357142857142,6.3578571428571422,2018,1,11,42
988.58974358974353,5.7987179487179485,2018,1,8,39
483.88888888888886,2.1888888888888887,2018,1,12,36
758.2,4.959,2018,1,1,44
722.85294117647061,3.2438235294117646,2018,1,4,38
674.875,3.5468749999999996,2018,1,26,37
650.71428571428578,3.3799999999999994,2018,1,8,37
2300.4285714285716,2.0571428571428574,2018,1,1,71
817.44444444444434,3.5781481481481476,2018,1,12,70
635.34545454545469,2.1678181818181814,2018,1,12,13
516.66666666666663,1.7802083333333334,2018,1,5,13
572.25,5.095,2018,1,8,65
836.28571428571433,3.98,2018,1,8,20
779.76363636363635,4.706,2018,1,8,10
1073.8571428571429,4.7978571428571426,2018,1,8,17
717.36567893194331,3.6040351448096315,2019,1,11,
839.74247491638846,5.3798595317725777,2019,1,27,
1760.641218503197,12.671875939849627,2019,1,4,76
972.71875,4.1834375,2018,1,31,23
557,1.9666666666666668,2018,1,5,26
1180.6428571428571,3.5092857142857143,2018,1,5,48
966.40000000000009,3.3819999999999997,2018,1,5,53
1004,4.7200000000000006,2018,1,7,71
2852.3333333333335,9.086666666666666,2018,1,9,74
393,1.5000000000000004,2018,1,11,65
699.698275862069,3.1637931034482762,2019,1,11,14
1054.090909090909,1.8681818181818184,2019,1,7,29
711,1.723,2019,1,31,29
1231.1538461538462,5.2799999999999994,2019,1,29,29
829.31947483588624,3.2511597374179431,2019,1,23,3
867.84823284823267,2.7289812889812888,2019,1,28,3
579.19512195121956,1.6116260162601623,2019,1,22,21
759.82857142857142,2.1308571428571428,2019,1,29,21
710.08070866141736,2.8665157480314969,2019,1,31,7
841.90285714285721,2.8104914285714289,2019,1,2,6
961.35714285714289,3.6860714285714282,2019,1,14,31
761.69050554870512,2.6864241676942058,2019,1,1,24
808.25,3.145,2019,1,30,66
2580,0.7,2019,1,7,63
1582.5,3.9875000000000003,2019,1,25,63
1105.3,7.6000000000000014,2019,1,10,30
1526.7798277982779,10.833025830258302,2019,1,9,56
1908.6505376344096,10.667580645161289,2019,1,28,56
1561,5.49,2019,1,20,64
622.66292134831451,2.5689887640449443,2019,1,27,11
667.49425287356325,3.4056321839080455,2019,1,6,11
1046.8,7.1906666666666661,2019,1,18,51
1015.2121212121214,4.1493939393939394,2019,1,29,43
1176,6.6185714285714283,2019,1,17,45
953.95652173913027,4.1808695652173915,2019,1,5,39
1134.1111111111111,5.8655555555555559,2019,1,2,36
769.16326530612264,2.3661224489795916,2019,1,22,35
479.14285714285722,3.3885714285714288,2019,1,19,69
1282.2727272727273,10.042272727272726,2019,1,7,69
1263.6666666666665,35.426666666666669,2019,1,3,69
1058.2352941176468,3.7741176470588234,2019,1,14,69
833.2,3.1602500000000004,2019,1,17,38
1249.666666666667,3.6531249999999993,2019,1,16,38
792.33333333333326,2.84047619047619,2019,1,3,38
1205.1666666666667,5.0325,2019,1,3,40
575.80609301343873,1.8427284880039387,2019,1,8,32
1344.25,9.2214999999999989,2019,1,24,49
896.16666666666663,4.955,2019,1,14,37
649.23076923076928,3.3766666666666669,2019,1,11,34
789.4,3.6843749999999997,2019,1,18,34
1537.0625000000002,8.42875,2019,1,14,73
623.23076923076917,2.7578048780487805,2019,1,27,77
1685.5,7.0066666666666677,2019,1,18,67
675.11111111111109,3.9611111111111112,2019,1,7,75
1946.2941176470592,0.73029411764705909,2019,1,7,59
526.64150943396214,0.90944444444444428,2019,1,30,59
733.75159235668787,2.8542675159235658,2019,1,21,4
801,4.108888888888889,2019,1,2,27
422.75,2.8908333333333331,2019,1,13,27
816.29166666666674,1.7154166666666666,2019,1,28,23
924.30769230769226,3.7873076923076923,2019,1,21,13
971.5,4.1783333333333328,2019,1,14,65
977,5.3775000000000013,2019,1,10,65
967.33333333333337,2.1688888888888886,2019,1,18,20
1640.6000000000001,6.322000000000001,2019,1,28,25
1384.6666666666667,6.5876190476190475,2019,1,24,25
895.38636363636363,4.5477272727272728,2019,1,5,15
645.75,2.2921428571428573,2019,1,27,15
3497.5483870967737,3.4103225806451611,2019,1,1,19
564,3.9793103448275859,2019,1,1,10
1037.2,2.1246666666666671,2019,1,25,17
725.95731707317077,2.8001219512195119,2019,1,8,4
1397.8333333333335,8.5516666666666676,2019,1,4,18
224.5,2.15,2019,1,2,54
841.38095238095241,3.9266666666666663,2019,1,27,31
960,14.7,2019,1,10,55
1117.875,6.605,2019,1,9,68
1426.8571428571429,12.841428571428571,2019,1,5,71
1336,9.2266666666666666,2019,1,8,67
1066.5714285714287,5.0900000000000007,2019,1,26,62
1090.5,5.3100000000000005,2019,1,23,9
1200,4.2500000000000009,2019,1,17,63
1290,0,2019,1,17,62
1307.4285714285716,4.55,2019,1,5,12
1645.3,17.339999999999996,2018,1,25,47
366.6,2.59,2018,1,21,66
2704,17.8,2018,1,23,55
4893.92,5.0756000000000006,2018,1,25,42
1163,5.2,2018,1,27,50
400.44444444444446,2.8666666666666663,2018,1,21,36
1055.125,5.91,2018,1,21,49
1261.8571428571429,7.1942857142857131,2018,1,27,49
697.33333333333337,5.2666666666666675,2018,1,21,67
938.42857142857144,4.5171428571428578,2018,1,23,57
794,3.74,2018,1,26,9
885.5,5.5524999999999993,2018,1,22,9
1102.6666666666667,9.25,2018,1,12,53
879.33333333333326,4.5333333333333332,2018,1,30,66
1389,4.5500000000000007,2018,1,21,72
991,7,2019,1,4,50
401,2.2666666666666666,2018,1,5,54
1379.9,9.4599999999999991,2018,1,17,47
1145,8.9,2018,1,7,9
747.5,3.8499999999999996,2018,1,9,72
870.66666666666674,6.6333333333333329,2018,1,2,18
733,3.4,2018,1,25,18
1510,5.5025,2019,1,31,63
665,3.8,2018,1,30,9
728.91154791154793,2.658542178542179,2019,1,11,6
1071.9875776397516,5.7781366459627321,2018,1,19,41
648.87973273942089,2.9361024498886414,2018,1,14,3
526.67650437395014,1.9350269506052846,2018,1,2,8
561.33621366849945,2.4648703849175182,2018,1,7,7
724.3850502512563,2.4617211055276376,2018,1,26,7
692.58687258687269,2.5132818532818528,2018,1,25,2
1728.7500000000002,8.3250000000000011,2018,1,20,64
1616.6733167082291,12.719733998337494,2018,1,6,76
384.8,1.2920000000000003,2018,1,18,51
738,3.825,2018,1,14,51
391.2,2.43,2018,1,12,48
935.54347826086962,5.1826086956521742,2018,1,29,39
545.83333333333337,2.3255555555555558,2018,1,19,38
700.73770491803282,3.0514754098360659,2018,1,15,35
776.81188118811883,2.7132673267326735,2018,1,18,35
802.29896907216494,3.2719587628865985,2018,1,11,35
650.266626657209,2.1272341354286048,2018,1,10,32
687.83898001941816,2.1926149836467643,2018,1,11,32
726,5.0333333333333332,2018,1,15,49
1140.5294117647059,4.8976470588235292,2018,1,15,34
768.75000000000011,3.9299999999999997,2018,1,20,60
780.91741071428544,3.206004464285714,2018,1,10,77
659.9852216748767,3.016748768472906,2018,1,9,16
1507.6304347826085,4.3010869565217389,2018,1,16,13
1322.2708333333335,2.39,2018,1,11,13
848.04280155642016,2.5611673151750973,2018,1,20,1
880.75600000000031,3.07664,2018,1,19,4
587.59615384615392,2.8367307692307695,2018,1,21,21
663.03153153153164,2.3838738738738741,2018,1,7,2
739.63366336633658,3.5081683168316826,2018,1,29,22
623.921568627451,3.5504901960784312,2018,1,4,14
895.87628865979377,3.2962371134020607,2018,1,9,4
1184.1625,7.0758750000000008,2018,1,25,41
781.30769230769226,2.6985164835164839,2018,1,6,4
643.11223694466094,2.8624707716289937,2018,1,4,6
702.00814332247558,2.725895765472313,2018,1,25,24
993.6,7.74,2018,1,28,61
1425.3333333333335,7.0000000000000009,2018,1,11,49
867.7619047619047,4.0142857142857151,2018,1,25,71
1486.625,5.7750000000000012,2018,1,30,67
950.8,3.6227272727272721,2018,1,25,23
287.5,0.85,2018,1,12,57
736.44062788550286,3.9206573116691268,2018,1,30,
574.85714285714289,2.7285714285714286,2018,1,13,29
1088,4.5554545454545456,2018,1,9,46
370.94444444444446,0.68333333333333335,2018,1,15,27
963.79166666666652,6.06375,2018,1,5,43
1504.0384615384614,9.2369230769230786,2018,1,18,43
1152.15,6.5300000000000011,2018,1,25,43
1244.1428571428571,7.067619047619047,2018,1,9,42
887.88888888888891,3.9422222222222221,2018,1,11,36
1110.7857142857142,5.684,2018,1,28,44
680.5,3.3230769230769224,2018,1,7,44
591.33333333333326,4.26,2018,1,1,69
661.75,1.15,2018,1,25,67
1469.5,7.2,2018,1,7,70
1286.3,5.4570000000000007,2018,1,22,70
852.72727272727275,3.921272727272727,2018,1,6,23
822.125,3.0243749999999996,2018,1,25,13
293.33333333333337,0.46666666666666662,2018,1,9,65
964.67857142857133,4.8214285714285712,2018,1,11,25
718.68421052631584,4.6626315789473693,2018,1,13,25
875.551724137931,3.7617241379310347,2018,1,3,25
834.315789473684,3.4586842105263158,2018,1,4,25
563.85714285714278,4.7057142857142864,2018,1,14,12
962.16,4.6812,2018,1,24,19
695.66666666666663,3.1883333333333335,2018,1,9,17
641.47674418604652,2.4355813953488368,2018,1,6,21
760.353982300885,3.7563246351172053,2019,1,4,
784.76892899176141,4.21940415523324,2019,1,14,
636.70841392649925,2.2569729206963247,2019,1,5,28
895.5,5.0268749999999995,2018,1,30,29
627.83999999999992,3.5588,2018,1,30,44
728.25,3.8375000000000004,2018,1,30,37
755.86956521739125,2.4304347826086956,2018,1,30,60
716.5,6.37,2018,1,29,57
769,4.2856521739130438,2018,1,29,25
443,2.3720000000000003,2018,1,21,9
852.25,8.45,2018,1,6,47
1313.6,5.2999999999999989,2018,1,2,47
1730.6,5.7219999999999995,2018,1,5,64
956,6.8833333333333337,2018,1,3,73
446.2,4.0020000000000007,2018,1,5,73
1019,5.2,2018,1,19,36
1177.5,5.3,2018,1,12,75
1337.9999999999998,8.2841666666666676,2019,1,18,29
1031.9494949494954,4.2031313131313146,2019,1,29,41
971.59259259259261,5.491296296296297,2019,1,13,41
774,9.9166666666666679,2019,1,14,54
668.67002518891684,2.3541813602015109,2019,1,26,3
387.26056338028178,1.4968309859154931,2019,1,15,21
747.188679245283,3.2885849056603775,2019,1,19,11
1063.1818181818182,3.1090909090909093,2019,1,25,46
1268,4.5500000000000007,2019,1,30,47
1143.8333333333333,9.2966666666666669,2019,1,11,47
836.65989847715707,3.3399365482233505,2019,1,6,33
565.52421007225257,1.9010988892483549,2019,1,2,8
628.0536490008684,1.8417216912829395,2019,1,23,8
792.54595336076841,2.9784224965706447,2019,1,14,7
901.85632183908035,2.54609195402299,2019,1,10,7
931.31122994652424,3.3712927350427337,2019,1,29,6
925.86059479553876,3.2262918215613374,2019,1,23,6
764.33333333333337,3.2975757575757578,2019,1,18,31
1410.6052631578946,3.5592105263157885,2019,1,15,31
757.50943396226444,2.2074895397489533,2019,1,25,24
761.385026737968,2.8711764705882348,2019,1,3,2
780.92035398230087,1.9828947368421048,2019,1,29,2
772.66666666666663,2.3999999999999995,2019,1,20,66
655,0.6675,2019,1,18,30
1278.3333333333333,8.5333333333333332,2019,1,29,30
1105.2,4.336,2019,1,31,51
812,5.0633333333333335,2019,1,21,51
1173.5555555555559,6.1988888888888889,2019,1,24,48
991.121212121212,4.8818181818181818,2019,1,1,43
1222.625,7.882,2019,1,17,43
1877,11.632222222222223,2019,1,21,42
1065.4736842105262,3.8910526315789475,2019,1,9,36
1446.53488372093,6.3246511627906976,2019,1,16,44
806,4.4276,2019,1,24,44
1102.8888888888889,6.4822222222222221,2019,1,20,44
1306.0625,7.8275000000000006,2019,1,5,44
656.5,3.5442857142857145,2019,1,20,69
1388.1333333333332,6.0206666666666671,2019,1,9,69
979.05,6.8614999999999995,2019,1,4,69
1245.8139534883721,3.569302325581396,2019,1,4,38
682.06410256410265,2.9815384615384612,2019,1,15,35
595.13379173225076,1.8211225250600613,2019,1,28,32
762.75363596297962,4.2306568216883464,2019,1,6,32
1403.9166666666667,8.1116666666666664,2019,1,13,49
659.10329670329713,2.15446153846154,2019,1,26,7
2487.8,1.5340000000000003,2019,1,29,37
3302.8333333333335,5.2725000000000009,2019,1,21,37
722.33333333333337,5.9822222222222212,2019,1,13,68
1982.0416666666667,8.6229166666666668,2019,1,25,60
606.77777777777783,2.4955555555555557,2019,1,19,60
827.63636363636363,4.371818181818182,2019,1,2,73
917.00000000000011,7.7877777777777784,2019,1,25,73
767.153424657534,3.0043561643835615,2019,1,8,24
1313.8333333333333,7.005,2019,1,29,71
1457.9,6.346,2019,1,19,71
1346.8333333333335,1.9375000000000002,2019,1,22,61
727.49999999999989,3.1514788732394359,2019,1,2,77
660,0,2019,1,29,67
507.95833333333326,0.71722222222222232,2019,1,17,59
644.25274725274721,2.3504395604395607,2019,1,19,5
818.8350515463917,3.2491752577319595,2019,1,10,5
354.77777777777777,1.1777777777777778,2019,1,30,58
345.6,1.228,2019,1,15,58
756.6,2.4630000000000005,2019,1,10,58
636.04347826086962,1.4630434782608697,2019,1,29,27
1478.2727272727273,8.2290909090909086,2019,1,18,70
1060.6296296296296,3.7344444444444442,2019,1,7,23
497,2.0991891891891887,2019,1,27,23
1200,7.2,2019,1,31,65
930.8,3.6806666666666663,2019,1,15,25
1227.4666666666667,5.3923333333333323,2019,1,25,25
334.5,2.2249999999999996,2019,1,30,12
664.40476190476181,2.2550000000000003,2019,1,16,15
2451.6415094339627,3.8628301886792458,2019,1,30,15
1010.4250000000001,4.54025,2019,1,4,10
1006.5555555555555,4.2094444444444452,2019,1,13,17
1155.7777777777776,3.2622222222222219,2019,1,30,17
1125.7142857142858,4.5123809523809522,2019,1,14,17
787.5,6.4975,2019,1,2,72
433,2.125,2019,1,19,18
1752.5638629283492,10.415545171339563,2019,1,12,56
2109.6666666666665,18.023333333333333,2019,1,23,54
816.5,10.295,2019,1,10,54
1194.3333333333333,6.164,2019,1,26,31
732.33333333333326,4.0333333333333332,2019,1,5,63
1047,3.795,2019,1,21,64
1044.4285714285713,4.088571428571429,2019,1,26,40
1187.3846153846152,7.4315384615384614,2019,1,26,49
730,2.303684210526316,2019,1,12,60
1022.5,5.2925,2019,1,5,61
1438,6.62,2019,1,24,74
1592.4,9.988,2019,1,11,57
1166.8235294117646,6.41,2019,1,7,17
974,8.36,2019,1,20,9
5640,16.7,2019,1,26,54
1263.8,3.7460000000000004,2018,1,24,48
606.75000000000011,3.13875,2018,1,22,37
3327.5,12.0525,2018,1,15,18
386.5,1.3,2018,1,31,73
961.5,10.35,2018,1,26,54
496,3.1,2018,1,2,74
2361,25.4,2019,1,28,54
1123.5,8.45,2018,1,28,65
1801,17,2019,1,18,74
1796.4777992278007,11.801374156219858,2019,1,26,76
662.04915514592949,2.8961751152073747,2018,1,13,3
672.54875283446711,2.8957142857142864,2018,1,28,3
1261.8118012422349,6.9616335403726737,2018,1,24,33
741.48898678414093,2.745917767988252,2018,1,18,33
620.6606412739394,2.0562721893491123,2018,1,19,8
550.57855148883334,2.3414912756882482,2018,1,28,8
643.656736881466,1.9738638913124749,2018,1,18,28
611.34137055837618,2.165936548223351,2018,1,15,28
625.57409381663126,2.8988385721896646,2018,1,7,28
733.344827586207,4.0493103448275862,2018,1,18,31
670.73665480427053,2.4812455516014227,2018,1,30,2
844.33333333333337,2.3666666666666667,2018,1,14,64
3514.75,5.7,2018,1,20,48
729.30769230769238,5.0289743589743585,2018,1,14,39
949.58333333333326,5.1138333333333339,2018,1,18,39
742.44444444444446,2.5325925925925925,2018,1,13,38
718.10909090909092,3.8063636363636366,2018,1,14,35
855.38709677419342,3.8238709677419349,2018,1,11,34
721.39393939393938,3.3212878787878779,2018,1,28,5
784.42857142857144,7.918571428571429,2018,1,20,58
841.59999999999991,4.1240000000000006,2018,1,17,70
3300,12.2,2018,1,15,70
728.00930232558142,2.7703720930232563,2018,1,17,16
743.61818181818182,2.859818181818182,2018,1,19,13
1482.6,8.48,2018,1,16,57
821.80000000000007,5.06,2018,1,18,57
853.85897435897425,3.5392307692307683,2018,1,18,15
680.03157894736853,2.7817894736842104,2018,1,11,15
1608.5147021222174,13.483292433537827,2018,1,2,76
593.78832116788328,2.4293430656934309,2018,1,13,1
770.04591836734676,3.0725510204081639,2018,1,20,4
887.8564102564103,3.1600512820512825,2018,1,31,4
944.84615384615381,5.8019230769230763,2018,1,29,42
1019.5,6.4625,2018,1,30,68
669.66962293922427,2.6612063336598153,2018,1,24,8
831.38184663536754,3.4419483568075107,2018,1,24,6
