numberOfTrips,start_day,start_month,start_year,Community Areas,duration,distance
4,27,3,2018,24,1575,3.02449003708203
127,17,6,2018,46,1086,2.84542862499334
806,15,12,2018,37,1092,1.79190382474092
80,21,1,2018,8,1021,1.02936284859817
2,25,10,2018,40,376,0.970103931240472
353,1,4,2018,38,1313,1.4794423260405
1,5,1,2018,59,742,2.50541364821893
20,19,3,2018,58,919,3.02808896060484
19,13,7,2018,39,2525,4.34499588959665
56,9,1,2018,33,733,2.16648491748648
50,8,7,2018,58,975,2.26026697163083
222,10,5,2018,8,1215,2.50245481460979
1,30,1,2018,40,750,2.14012342246189
3,23,9,2018,3,963,2.71250780426195
2,30,4,2018,40,510,1.16963674120244
65,7,2,2018,23,650,1.91254063812999
2,8,12,2018,24,1388,4.88891996983678
1,5,12,2018,42,285,0.801544041889812
270,23,4,2018,34,1495,2.14246204618709
999,14,2,2018,29,616,1.58265720030728
8,1,9,2018,7,992,2.42697355620207
78,11,4,2018,10,626,1.87354923055245
906,4,5,2018,25,966,2.40048976377056
7,20,7,2018,30,822,2.55380081168207
61,10,12,2018,33,777,2.03379121341606
1,23,8,2018,65,6061,5.33280165417527
5,3,9,2018,13,1252,2.54125607993362
478,28,4,2018,25,941,2.11529599094966
13,13,12,2018,5,536,1.74907723662667
1,5,4,2018,56,1684,5.67366914676145
56,6,10,2018,0,2493,1.95784074339053
1,21,3,2018,67,1173,2.89225384168488
512,13,4,2018,68,776,2.30500674338
6,9,4,2018,4,417,1.45830147022488
1278,31,1,2018,29,545,1.58642239960498
3547,13,9,2018,37,1079,2.09693416515814
7,12,5,2018,14,1939,1.90819470535366
3,30,9,2018,26,1128,0
23,1,12,2018,1,620,1.26100079306115
49,22,12,2018,31,783,1.96191683115902
74,28,9,2018,0,917,1.92701082888344
11,20,12,2018,5,761,1.706829762681
50,26,6,2018,58,1406,2.59849721613094
12,22,7,2018,39,262670,0.723148527853265
27,1,7,2018,9,1041,2.06190740190485
34,25,6,2018,9,15361,2.66519456333112
83,13,12,2018,31,653,2.00958161250841
4,11,7,2018,30,1144,3.87749492341816
1,2,12,2018,67,463,1.49901027402739
39,6,3,2018,1,538,1.38810427264962
7,20,9,2018,28,2173,3.51065515336866
11,30,7,2018,28,1076,3.23717560339506
5,12,2,2018,20,1039,3.82372273683323
9,11,9,2018,28,1023,2.59525782490661
45,23,7,2018,5,958,2.28526956506336
43,16,8,2018,58,819,2.515649278818
4,26,8,2018,56,1243,2.93961986753117
2934,22,9,2018,37,2839,2.18610771957398
40,4,12,2018,76,2046,1.99702161398727
58,3,12,2018,33,744,2.08495882565136
86,28,1,2018,31,703,2.06728676834931
7,11,8,2018,67,1460,2.84543131422719
577,30,4,2018,34,1533,2.36664931242484
2,15,12,2018,14,1075,2.57035756470191
206,14,5,2018,23,1214,2.33929824142897
497,6,5,2018,34,1750,2.1957525690148
20,4,2,2018,31,1197,0.86624106192365
4,27,12,2018,28,913,2.35779364325625
21,30,8,2018,14,726,2.22703341079497
5,4,1,2018,16,326,1.01866433864535
4,26,2,2018,40,646,1.67980358718957
6,12,11,2018,24,1031,3.29615495856314
739,10,6,2018,29,1244,1.73027502510042
192,20,10,2018,23,978,2.40228005285684
9,5,11,2018,4,613,1.78491198916165
2,15,6,2018,27,1906,1.64670846043684
1715,26,9,2018,68,989,2.3915432261541
234,21,7,2018,76,1928,3.4083352088995
2,23,5,2018,26,1131,1.50766320576673
237,14,1,2018,37,630,1.30809831624129
3,19,9,2018,65,264,0.934185545672901
1,10,3,2018,32,639,1.72946829976997
10,30,6,2018,13,1484,3.576664031457
67,13,10,2018,46,841,2.47328401047059
38,15,10,2018,58,688,1.93942411327648
3730,26,5,2018,37,2321,2.2406590451732
21,16,10,2018,5,770,1.73257012195892
6,25,12,2018,16,1094,3.6556205693236
219,6,9,2018,8,599,1.49996126764909
1,3,8,2018,21,2294,6.38772876234364
12,10,3,2018,58,870,2.48059603840817
19,4,11,2018,58,523,1.63560007000465
2457,2,6,2018,37,1620,2.11703137189546
4,3,5,2018,59,1061,2.48998138640199
39,1,3,2018,0,528,1.64229519600178
15,5,6,2018,32,904,2.11598285149575
233,29,5,2018,6,1845,2.21901769485745
70,22,3,2018,33,745,2.32006092717869
1,27,2,2018,3,852,2.79202638756408
474,3,3,2018,29,634,1.63814279316898
135,24,2,2018,34,1131,1.80939277544288
3140,29,7,2018,68,1584,2.44369837834204
63,17,12,2018,33,826,2.34206730313536
158,29,12,2018,57,903,1.91133602264513
11,16,5,2018,39,2261,2.80760893832237
4,28,5,2018,40,1903,2.64104603041933
12,6,7,2018,13,1038,1.15213849046176
6,31,10,2018,7,519,1.53180513834268
2,5,8,2018,7,1756,1.24718954319479
63,19,4,2018,76,702,2.33968826187602
1,27,4,2018,65,585,0
16,6,12,2018,5,573,1.7024107573817
1184,27,9,2018,57,1003,2.33395359060359
60,12,6,2018,58,894,2.27299857884336
63,14,4,2018,8,2973,1.08185123098259
1,8,3,2018,26,1886,8.29181787428287
4,25,1,2018,59,1162,2.53964853529385
9,25,9,2018,28,1391,3.26257844713974
5,26,10,2018,3,603,2.38460197870642
33,22,8,2018,22,994,3.3583489885027
64,2,8,2018,58,1094,2.56343861273864
1,11,3,2018,21,1471,5.08844224551903
12,13,6,2018,24,960,3.10628875851091
2,25,7,2018,27,717,2.53049730009974
47,28,2,2018,46,737,2.51952389044848
15,14,8,2018,39,3635,4.67099667806666
2,1,2,2018,59,937,3.20540178626777
103,14,9,2018,0,1241,2.48141781084444
3,5,8,2018,27,3799,3.60511167267833
50,20,8,2018,16,1028,2.90043206900649
4,14,1,2018,14,904,2.69869739888455
9,4,8,2018,67,1116,1.66658485721504
743,27,4,2018,68,961,2.43077216582989
1,13,3,2018,24,635,2.91011436123323
5,28,3,2018,13,802,3.2374014725727
50,8,11,2018,9,424,1.06688183812123
801,25,9,2018,25,863,2.36820612043607
2792,5,6,2018,29,727,1.81865152483296
3,17,12,2018,30,709,2.72047051503893
3751,7,6,2018,38,1219,1.96874520739497
25,9,10,2018,14,2197,1.94593180159371
113,12,8,2018,33,15848,2.72850116431968
1,15,5,2018,66,394,1.23903651081909
5,19,2,2018,14,660,2.16207343570275
2,19,12,2018,39,1733,5.77761782231865
168,30,11,2018,8,435,1.17473250410942
2,23,10,2018,15,446,1.40057819196847
16,30,3,2018,22,4095,5.1558285455305
1237,22,8,2018,25,939,2.45410075372909
1,14,11,2018,59,765,2.72430941483971
3,3,6,2018,3,750,2.53191598326385
30,26,5,2018,14,1330,3.84458653056497
146,15,6,2018,33,1135,2.64935784376709
209,8,5,2018,76,1668,3.35710435018524
11,3,10,2018,28,1378,3.58426356957969
74,15,3,2018,33,1538,2.0284290867128
7,21,2,2018,20,618,2.00340439644896
171,19,5,2018,8,1351,2.80276644784782
5,22,3,2018,56,1020,3.0637368556349
130,22,6,2018,1,1658,1.64036609470191
1973,2,11,2018,29,734,1.64615691630289
2,18,10,2018,40,1206,1.62122377343656
19,10,8,2018,24,1285,3.41062584975694
1,7,3,2018,67,1219,2.03936581626304
484,23,5,2018,23,1074,2.61258051835125
681,13,5,2018,57,1080,2.46456851784422
5,15,3,2018,39,1394,1.17851882252131
2,17,2,2018,5,548,1.32782972950978
162,6,8,2018,76,1003,2.51105046869438
498,27,9,2018,34,1268,2.31580688364325
24,17,1,2018,76,483,1.50213520298375
280,29,12,2018,37,978,1.49346076707624
1,20,3,2018,24,365,1.07064769820384
287,16,10,2018,8,564,1.24468560715428
2489,5,5,2018,68,1604,2.47605906302545
1169,23,2,2018,29,584,1.63666391799189
57,12,6,2018,35,906,2.15972249424481
12,5,3,2018,35,332,0.956307030741062
95,2,8,2018,35,2415,2.31527424166303
94,28,5,2018,46,1398,2.11765053642962
37,24,5,2018,5,1216,3.11868402549387
58,16,5,2018,16,1145,2.75031614577938
491,20,5,2018,57,777,1.916527627309
372,9,10,2018,8,873,1.57825410145432
3,25,4,2018,59,1006,2.63265329083917
315,4,11,2018,38,1094,1.47173955473834
1187,9,11,2018,38,948,1.52219858262346
11,10,9,2018,59,1798,2.46032508966045
51,19,6,2018,35,1093,2.05222540766888
11,24,11,2018,58,714,2.2307457471138
332,26,9,2018,8,1376,1.64485200307042
96,22,2,2018,6,541,1.63663869419469
1,21,11,2018,13,1764,5.40788600361423
285,29,8,2018,8,706,1.4885272920515
3,20,4,2018,56,1751,4.85738636748949
45,10,2,2018,31,802,1.22768603452675
158,6,2,2018,57,529,1.59321054103203
1096,22,4,2018,68,1297,2.33947010924881
5,27,3,2018,30,1170,1.50775200345367
6,17,3,2018,9,459,1.18627717991155
41,13,1,2018,31,536,1.41933770132286
244,7,9,2018,31,882,2.04770890876586
2,16,4,2018,21,1508,2.80151314133925
11,24,1,2018,16,589,1.94748773628346
1,7,12,2018,28,650,2.02526462824188
2,6,3,2018,24,392,1.57258894589012
21,14,6,2018,4,1524,2.22154138193419
1517,19,3,2018,38,729,1.66011288975256
2,22,5,2018,3,821,2.46326515300202
3,5,1,2018,39,395,0.958409276879944
44,19,11,2018,1,612,1.62830860876163
2,31,10,2018,67,3272,1.61579182961838
11,26,12,2018,5,544,1.41359008830444
226,24,7,2018,1,1240,1.93275487947381
3,23,3,2018,56,1410,4.44168949778434
110,2,3,2018,6,532,1.52300763185659
26,14,10,2018,35,843,2.19010283970816
222,13,8,2018,76,1703,3.08157478987652
1,22,7,2018,65,6012,0
3229,31,8,2018,37,1423,2.07314912367163
16,19,8,2018,30,18462,3.07884415304329
2,4,5,2018,42,846,0.739130421795447
1073,7,9,2018,57,792,2.15329879274273
12,26,7,2018,13,934,2.8124123352032
34,11,4,2018,16,621,1.93285320323389
2,2,2,2018,39,592,2.14187838137465
6,5,12,2018,22,767,2.09186463734401
2,9,6,2018,66,3035,2.6481711149298
3,16,1,2018,24,765,2.59016938952268
30,19,6,2018,9,1068,1.31003728851214
345,2,10,2018,8,868,1.655007126068
6,29,6,2018,30,1222,2.85539828633026
1,23,11,2018,42,544,1.27987182661957
9,2,10,2018,28,2255,3.55116906430967
1317,19,5,2018,68,1610,2.34741031024784
10,29,5,2018,66,3022,1.50890020599296
4,15,7,2018,28,1225,4.08061368499171
35,14,10,2018,9,580,1.38821889423381
140,9,6,2018,46,1066,2.98919247718579
63,6,11,2018,10,567,1.42356553995616
242,17,8,2018,1,940,1.80812071800891
204,27,6,2018,1,1022,1.77437807662823
4,12,3,2018,4,1206,3.91181610984279
4,11,11,2018,67,1191,2.14753767384448
189,12,5,2018,34,1431,1.93805240301564
4,18,7,2018,21,1314,4.43023345995358
46,13,7,2018,16,1307,3.52723503560292
6,18,12,2018,13,1159,4.38075555757896
19,25,10,2018,20,1095,1.45589820752642
197,17,10,2018,31,622,1.86157627390735
2,3,4,2018,24,465,1.42550114060328
134,29,6,2018,33,851,2.38147759308446
6,17,3,2018,32,658,1.92988020337038
34,15,1,2018,34,953,1.94424694488243
29,7,7,2018,39,1578,4.27445349407235
34,15,4,2018,34,1057,1.62387560334641
1267,22,2,2018,29,559,1.5631647579087
1370,4,5,2018,68,1150,2.47728054872121
34,26,4,2018,16,851,2.43073276233337
10,14,3,2018,13,976,1.45604991323697
6,24,1,2018,39,325,0.747030441378863
329,25,10,2018,23,922,2.5247428362738
102,12,5,2018,31,820,1.97038081571084
352,28,1,2018,57,578,1.63592806467121
17,18,7,2018,24,2484,1.76175167792061
5,17,5,2018,65,503,1.17424652218628
57,6,8,2018,16,1162,2.94839036954978
54,7,2,2018,6,454,1.33170216286621
858,10,5,2018,25,872,2.52572729228753
82,12,10,2018,0,764,1.35828259163965
8,16,9,2018,13,2356,2.48513648589773
127,7,1,2018,68,529,1.54944450251365
531,4,10,2018,34,1823,2.26609645447824
7,27,3,2018,4,436,1.44226340109386
1,17,6,2018,3,388,1.01959392340907
82,24,4,2018,10,518,1.58437017977666
20,29,8,2018,5,834,1.61858466581671
28,28,11,2018,76,816,2.44634235988355
8,19,8,2018,7,1973,3.56854776833341
503,12,2,2018,37,815,1.68826410302818
49,21,11,2018,10,506,1.37080065967087
2,16,7,2018,15,734,2.78055837407638
2,14,5,2018,40,2555,2.6114610572179
19,11,1,2018,16,572,1.94523927548327
36,15,7,2018,22,11178,3.58045978944526
10,17,5,2018,59,830,2.15074134394868
100,1,11,2018,46,761,2.3689479544686
30,5,9,2018,22,992,3.37849767923724
8,29,6,2018,7,460,1.78918256994136
18,15,9,2018,20,1298,3.1506414811819
3,10,12,2018,56,1642,4.18292516116088
1,16,12,2018,7,661,2.94777764248789
33,24,7,2018,4,1779,2.60438507055284
4,18,1,2018,59,577,1.77497671103167
23,14,2,2018,46,851,2.52941695058985
26,21,8,2018,16,813,2.63671364805123
20,27,6,2018,24,969,2.23798497593261
2,30,12,2018,20,1307,1.25356358307753
9,14,10,2018,32,1387,4.01857353166997
4,29,3,2018,13,468,1.49896354102504
359,7,12,2018,25,649,1.91256121347164
98,13,1,2018,25,681,1.57799821002114
106,29,6,2018,10,953,1.98887370096833
5,20,7,2018,56,1186,4.27259877808217
22,13,9,2018,14,591,1.71685829064597
3,13,5,2018,40,29416,11.3797012433873
2,4,4,2018,30,1318,5.78786969108709
2,19,1,2018,59,839,3.67037710529691
275,13,6,2018,1,938,1.93644294868233
764,16,10,2018,25,825,2.1716584123978
46,21,5,2018,0,748,2.22785629961734
1,5,3,2018,21,1602,5.6030262826785
4,17,4,2018,24,1248,2.58362744644566
302,26,10,2018,23,839,2.49080373012557
13,10,1,2018,16,490,1.28856577360695
372,6,12,2018,25,693,2.2238296501983
81,7,10,2018,46,965,2.66265653667133
26,13,2,2018,46,713,2.00244026808365
41,7,8,2018,16,993,2.94614246147309
252,15,8,2018,8,937,2.16187454916948
31,28,6,2018,4,712,1.63263426595012
23,28,8,2018,5,574,1.38484714721574
23,19,12,2018,16,603,1.56631999681478
174,23,12,2018,57,640,1.87354212678569
807,18,10,2018,57,9289,2.08782029905991
9,11,2,2018,34,846,2.11674756912503
45,4,4,2018,33,676,2.01673581870201
4,6,4,2018,39,499,0.607470066445725
10,18,6,2018,32,1061,3.61484824245548
69,28,3,2018,33,817,2.28612751216678
107,16,3,2018,6,541,1.65009691828132
3424,20,6,2018,38,1108,1.98706577302199
41,14,1,2018,34,890,2.31948968715162
1,10,11,2018,41,1843,0
2744,8,6,2018,37,1022,2.01725025832247
26,14,9,2018,20,2251,3.1995055209248
1,2,4,2018,21,1479,5.6030262826785
28,25,4,2018,16,683,1.72225905864527
24,23,2,2018,9,759,0.870248063253072
7,7,11,2018,13,530,1.68010072038032
32,11,3,2018,1,913,1.37647573079131
1,1,3,2018,3,796,2.79202638756408
2,12,1,2018,22,512,1.72758180475973
33,31,12,2018,23,799,2.46610372621223
14,15,6,2018,7,1802,1.17349536357933
3,13,3,2018,4,641,2.2586598261004
241,18,8,2018,1,1681,2.45799501462795
94,15,5,2018,46,779,2.53105044846022
1909,8,11,2018,29,615,1.62742878124339
3,18,5,2018,65,340,1.27056867961688
5,6,9,2018,28,872,2.64970742608313
20,15,3,2018,16,683,2.26032588300178
904,1,10,2018,25,813,2.24821854935604
1717,8,10,2018,68,1272,2.4291209306358
3,20,8,2018,13,1661,6.27017086778527
6,17,7,2018,21,1612,4.45086493562839
3,22,11,2018,16,1635,6.17192063339847
105,1,5,2018,33,1175,2.5229689872945
74,14,11,2018,76,631,1.56965614245739
5,20,11,2018,4,400,1.31939618272903
28,18,3,2018,35,1502,1.8170266139567
238,3,6,2018,6,1140,2.82396797239263
2067,15,10,2018,38,855,1.74740874241773
60,8,1,2018,10,437,1.20588720999696
1916,26,5,2018,57,1606,2.60432019004918
1,26,3,2018,27,1575,5.85992165017759
4,10,4,2018,13,555,1.27071019143749
2765,23,5,2018,29,788,1.93162714310231
6,11,12,2018,59,744,2.45788064684653
1317,2,6,2018,57,1173,2.48117372944374
10,28,6,2018,30,1803,2.91367255201273
5,9,9,2018,56,1545,3.43149054072434
9,17,9,2018,39,827,1.25370971218054
320,3,10,2018,31,1411,2.42665032742617
32,1,10,2018,5,792,2.05261971396256
18,7,6,2018,24,972,3.11888840172101
3,23,5,2018,3,734,2.57761569860708
4,28,6,2018,27,2088,1.30289196053434
209,18,6,2018,6,681,1.91073577658175
1012,18,3,2018,38,1703,1.71724330470124
60,26,3,2018,1,492,1.22950615364224
2,30,10,2018,67,1180,0.969634893951985
40,9,12,2018,76,2130,1.87375722799384
3335,27,9,2018,37,1055,2.02020877760975
1012,19,9,2018,25,856,2.39951898298335
108,29,9,2018,46,1166,2.59943451566156
848,28,8,2018,25,881,2.39667065498145
4,25,4,2018,13,1202,3.12162266844837
66,12,7,2018,16,1196,2.85637144600921
22,18,8,2018,4,1108,2.28732738978222
21,30,11,2018,5,588,1.94339360247667
37,12,4,2018,16,815,2.23241016399174
98,21,2,2018,6,500,1.4276639441835
1242,16,3,2018,29,591,1.60109941829904
1325,13,5,2018,37,1476,1.96143885679325
5,19,4,2018,56,1873,4.93211255419228
348,30,8,2018,8,1127,2.18798742521049
2,5,6,2018,15,2608,0
2,20,11,2018,30,562,1.77951033107024
22,28,10,2018,58,791,2.26805321755452
59,28,3,2018,10,515,1.59307361453763
124,8,11,2018,6,598,1.73065700032449
5,23,2,2018,32,803,2.56036763564232
972,24,5,2018,25,934,2.43575451429395
3,6,7,2018,30,1599,5.51035012127741
3725,8,8,2018,38,1255,2.0701307606668
41,8,3,2018,46,679,2.18080972788233
21,12,4,2018,22,932,2.97726717232628
716,30,8,2018,34,1365,2.45435624313701
25,13,6,2018,4,2114,2.87880658209257
2095,23,7,2018,68,1336,2.48542683067881
3,16,10,2018,28,656,2.15787422616501
1235,21,9,2018,57,932,2.21147253504471
6,23,9,2018,66,1080,2.11730656020347
45,17,12,2018,10,548,1.72645637979828
859,14,7,2018,25,1144,2.34173721475272
1,20,6,2018,15,1356,6.2733243402616
2,13,2,2018,66,1018,3.34435209959734
3,8,6,2018,40,2021,3.95899451640315
49,13,3,2018,10,527,1.57758668816132
70,27,7,2018,16,1159,2.76571245098482
1292,31,7,2018,57,988,2.3833277667909
6,10,1,2018,13,895,1.95199347747447
2,4,7,2018,21,1530,3.00983606271572
14,16,7,2018,32,1164,2.85792078704452
63,21,12,2018,31,507,1.55631443222401
31,2,12,2018,1,650,1.43876686349717
3,23,5,2018,66,756,2.09043130991162
125,7,12,2018,8,418,1.15506272616716
3010,4,6,2018,29,825,1.94438132220194
846,28,4,2018,68,1129,2.2603768096317
581,12,5,2018,57,803,1.81715749742963
1,23,6,2018,27,309,0.923480774480247
20,21,7,2018,39,4126,2.50825068770162
7,29,7,2018,28,4992,4.10740433314561
1,29,11,2018,59,1398,5.58794721197145
12,14,7,2018,39,1241,1.15133428181664
4,10,4,2018,30,1530,4.71634203773203
150,7,8,2018,76,1443,3.06642495579279
1180,23,8,2018,25,961,2.43804177596324
52,7,7,2018,16,2121,2.5320318667163
23,22,4,2018,5,1980,3.50885529125669
139,14,12,2018,34,738,1.93630338301972
15,9,9,2018,39,1379,2.45170216989001
414,29,9,2018,23,1181,2.70101888512218
2,6,4,2018,56,1795,5.70998733758779
76,2,7,2018,35,1173,2.07929921340195
1,22,6,2018,67,602,1.71412290709547
1,4,3,2018,32,893,1.64145687012717
1764,20,9,2018,68,1003,2.29819171489563
6,28,5,2018,3,2415,2.02302573796298
8,21,7,2018,13,1173,2.02823978099462
4,12,3,2018,24,849,2.71812944145621
129,29,4,2018,8,1397,2.4285871437553
3,10,7,2018,27,8350,0.490403871558031
266,15,7,2018,8,2041,2.9140044455335
174,10,7,2018,1,1736,1.75752298386213
44,10,1,2018,33,684,2.04403117414215
15,22,11,2018,33,655,1.9838761388318
1442,2,4,2018,38,720,1.66593902923188
2,28,7,2018,65,629,0.926174036057908
36,30,1,2018,0,569,1.66610513270445
8,16,2,2018,5,586,1.69144319234657
13,10,11,2018,58,628,2.02121707651776
2,3,1,2018,13,544,1.58767912154844
11,11,6,2018,32,854,2.69960601786206
1,9,4,2018,67,438,1.40051337609575
5,21,12,2018,28,1051,3.0073814796881
114,22,1,2018,34,769,2.11385652992007
21,28,7,2018,39,5294,2.88150777648861
231,5,10,2018,23,834,2.28945655767437
798,29,1,2018,37,609,1.59469423137089
25,6,2,2018,0,507,1.20920186830762
2,18,6,2018,26,4039,9.23907444680016
257,6,7,2018,76,1785,3.24753546584985
34,4,11,2018,1,662,1.35897176573023
96,20,2,2018,23,636,2.15734958019657
5,30,6,2018,59,808,2.29058784003927
25,14,9,2018,14,915,2.47028008908149
46,27,3,2018,10,516,1.43975467497949
292,21,9,2018,31,1377,2.53248253676384
5,23,3,2018,59,789,2.57076459744006
19,4,8,2018,24,4787,1.85438321537823
1,27,5,2018,40,582,2.23571237189898
3401,9,7,2018,38,1512,1.99423272489427
2,6,2,2018,20,645,2.02967287389266
12,30,8,2018,28,3188,2.49901651460357
49,28,12,2018,31,583,1.52232050499089
2,26,10,2018,66,933,3.22614745220898
1466,15,8,2018,68,1109,2.43920296571084
52,29,7,2018,5,2030,2.46215738668706
40,13,10,2018,9,703,1.69529830280186
101,14,12,2018,8,770,1.16799297313038
56,15,3,2018,76,838,2.30990746057394
1,15,1,2018,14,579,1.13563583374283
5,1,9,2018,67,1260,1.60797910165594
4,3,11,2018,32,626,1.42917024928316
95,7,1,2018,25,574,1.81422911497533
10,10,4,2018,7,522,2.05354069044394
14,25,3,2018,58,675,1.79603846102657
9,16,9,2018,56,1856,1.20755323581004
1,18,8,2018,21,2027,5.79348624948145
8,30,11,2018,22,1176,4.06514953613532
4,11,8,2018,27,981,1.67649807258142
64,17,4,2018,1,715,1.80878080723672
37,26,8,2018,16,1620,2.69237121534476
104,13,2,2018,23,736,2.18790127424743
1,22,11,2018,56,920,2.90436304832195
107,15,9,2018,0,2670,3.45670196668459
240,19,2,2018,57,603,1.65810994381883
230,17,7,2018,1,1045,2.06262726760353
10,8,5,2018,13,1777,2.35956855896776
3,11,11,2018,24,592,1.37739832311303
4,9,9,2018,59,909067,3.15606286578374
2,3,6,2018,66,488,1.37208504164393
29,4,8,2018,4,2243,2.73625998191556
198,27,12,2018,68,703,1.94801961077503
662,5,5,2018,31,1944,2.89753139047825
188,29,4,2018,31,1523,2.63278094740127
20,24,7,2018,24,1908,1.84170302660849
136,20,7,2018,76,1359,2.68996039705583
1,19,6,2018,15,449,1.46344062791727
13,13,5,2018,20,1080,2.67060664798416
83,12,10,2018,46,780,2.61425685179071
239,28,12,2018,57,607,1.7225606167097
7,17,11,2018,58,813,2.62165936556164
15,7,12,2018,5,682,1.87341313446916
2,4,6,2018,26,2081,8.97915336252627
6,14,7,2018,42,2083,0.377959647515311
453,13,12,2018,68,727,2.17596728964539
15,23,6,2018,30,1364,2.69542848334887
322,31,3,2018,25,1035,1.98317390332387
30,27,10,2018,9,1047,1.82311135329211
7,24,12,2018,16,1082,3.42461103504385
34,3,11,2018,58,948,2.57942293413146
5,23,8,2018,28,1131,2.34214899985391
3512,2,7,2018,38,1437,2.02647176347769
3,30,3,2018,59,705,2.47679916531487
170,1,12,2018,38,1355,1.4702078362915
1,3,1,2018,7,710,2.13450391843997
1,16,12,2018,27,722,0
11,19,10,2018,20,632,1.9617154853352
5,6,4,2018,59,1857,2.15026175794982
12,24,2,2018,14,652,1.49741458470799
383,5,2,2018,37,693,1.44673109233699
3318,17,8,2018,38,2176,2.01040132129871
2,13,12,2018,28,402,1.42794969683293
1,5,9,2018,65,23434,3.85183589943397
9,18,1,2018,16,692,2.50786269856961
244,30,6,2018,76,1983,3.6411001210418
32,7,1,2018,31,451,1.25351254801941
19,22,9,2018,20,1344,2.24488832355382
3524,31,5,2018,38,1202,1.98248560768848
1,2,1,2018,67,369,0
1063,3,11,2018,38,1892,1.75955114447212
348,13,9,2018,31,1113,2.50535123225701
43,28,5,2018,20,2132,3.43077143938787
883,1,7,2018,29,1173,1.71228928865119
23,30,4,2018,14,2007,3.55230797985585
1,10,1,2018,59,1086,4.61644479575412
11,7,8,2018,59,834,2.28856466926229
324,23,8,2018,8,1187,1.77186078686584
11,16,2,2018,22,992,3.49530963590922
51,21,11,2018,76,601,2.04124684967734
16,25,11,2018,1,2217,1.18125800791602
16,17,11,2018,35,569,1.18299115626857
246,16,9,2018,76,1926,3.13213246761938
